,Age,WorkClass,Fnlwgt,Education,Education_num,Marital_staus,Occupation,Relationship,Race,Capital_gain,Capital_loss,Hours_per_week,Native_country,Income_ >50K,Sex_ Male
7853,9,5,12992,15,9,4,9,3,4,0,0,34,38,0,0
7854,8,5,2021,15,9,4,4,3,4,0,0,49,38,0,0
7855,36,6,8016,15,9,2,4,0,4,0,0,49,38,0,1
7856,11,1,9174,7,11,6,9,4,4,0,0,39,38,0,1
7857,13,1,20141,12,13,4,9,1,4,0,0,39,38,0,0
7858,21,5,12609,1,6,2,2,0,4,0,0,39,38,0,1
7859,20,1,9933,15,9,0,10,4,4,0,0,47,10,0,1
7860,13,3,10050,12,13,2,9,0,4,0,0,37,38,0,1
7861,24,3,9386,11,8,2,6,5,2,0,0,39,38,0,0
7862,12,3,5988,15,9,4,7,1,2,0,0,35,38,0,1
7863,14,3,14448,15,9,0,2,1,4,0,0,76,38,0,1
7864,19,3,8518,11,8,2,2,0,4,64,0,54,38,0,1
7865,42,5,5287,11,8,2,3,0,4,0,0,59,11,0,1
7866,16,5,6635,11,8,2,2,0,4,0,0,34,38,0,1
7867,12,3,2846,11,8,2,11,0,4,0,46,54,38,1,1
7868,32,6,5763,15,9,2,6,0,4,0,0,39,38,1,1
7869,33,0,2345,0,5,5,2,1,4,0,0,55,38,0,1
7870,16,3,4871,9,12,2,3,0,4,0,47,44,38,1,1
7871,11,3,18222,5,3,2,5,0,4,0,0,39,25,0,1
7872,64,3,8759,11,8,0,7,1,4,0,0,34,38,0,0
7873,7,3,4936,15,9,4,12,1,4,0,0,15,38,0,0
7874,15,5,646,15,9,2,2,0,4,0,0,49,38,0,1
7875,30,0,14689,11,8,2,13,0,2,0,0,39,38,1,1
7876,27,3,21187,11,8,2,7,0,2,0,0,39,38,0,1
7877,7,3,19869,15,9,4,3,3,4,0,0,39,38,0,1
7878,20,1,1576,15,9,2,12,5,4,91,0,35,38,1,0
7879,34,3,11202,9,12,2,11,0,4,0,0,39,38,1,1
7880,35,3,6169,11,8,2,13,0,4,0,0,49,38,0,1
7881,5,3,17946,15,9,4,0,1,4,0,0,39,38,0,0
7882,11,3,6858,7,11,4,7,1,3,0,0,39,38,0,1
7883,30,5,9885,15,9,2,2,0,4,0,0,39,38,0,1
7884,26,3,12819,11,8,2,2,0,4,0,0,39,38,0,1
7885,8,3,4577,11,8,4,3,1,4,0,0,44,38,0,1
7886,26,3,10603,15,9,2,13,0,4,0,0,59,38,1,1
7887,8,3,765,9,12,4,3,3,4,0,0,19,38,0,0
7888,42,3,2597,12,13,2,9,0,4,0,0,59,38,0,1
7889,12,3,8267,7,11,0,9,4,4,0,0,34,38,0,0
7890,13,3,2030,6,4,2,6,5,4,0,0,39,31,0,0
7891,7,3,1074,15,9,2,6,5,3,0,0,39,32,0,0
7892,21,3,6338,9,12,4,7,1,4,0,0,39,38,0,1
7893,20,5,2788,11,8,2,3,0,4,0,0,59,38,1,1
7894,9,3,18930,13,0,3,6,1,4,0,33,39,25,0,1
7895,13,3,7052,11,8,4,7,4,4,0,0,39,38,0,0
7896,56,1,10700,12,13,2,9,0,4,0,0,9,30,1,1
7897,13,3,17823,11,8,2,6,0,2,0,0,39,38,0,1
7898,16,3,18549,11,8,2,7,0,4,0,0,39,38,0,1
7899,29,3,281,15,9,2,13,0,4,0,0,57,38,0,1
7900,23,3,20943,11,8,2,7,5,2,58,0,19,38,0,0
7901,1,3,1034,1,6,4,7,3,4,0,0,39,38,0,1
7902,18,3,19921,9,12,2,9,5,4,91,0,7,38,1,0
7903,5,3,5772,11,8,4,0,3,4,0,0,39,38,0,0
7904,33,4,12559,11,8,2,11,0,2,0,0,59,38,0,1
7905,45,3,2482,5,3,6,7,1,2,0,0,39,38,0,1
7906,22,4,17652,9,12,2,3,0,4,91,0,39,38,1,1
7907,5,3,13558,15,9,4,11,3,4,0,0,39,38,0,1
7908,16,3,19660,11,8,4,0,4,2,0,0,39,38,0,0
7909,14,3,20302,11,8,4,5,3,1,0,0,39,39,0,0
7910,12,3,10945,9,12,4,0,3,4,0,0,39,38,0,1
7911,21,5,6188,15,9,2,6,0,4,0,0,44,38,1,1
7912,7,3,13738,9,12,4,11,3,4,0,0,34,38,0,0
7913,12,1,11364,11,8,5,10,2,4,0,0,39,38,0,0
7914,32,0,3494,12,13,2,0,0,4,0,0,39,38,1,1
7915,16,3,15168,5,3,2,6,0,4,0,0,39,25,0,1
7916,11,3,7198,11,8,4,6,1,4,0,0,47,38,0,1
7917,5,3,6106,9,12,4,0,3,4,0,0,59,38,0,0
7918,20,3,11413,11,8,2,6,0,4,0,0,39,38,0,1
7919,13,3,17696,11,8,2,2,0,4,0,0,49,38,0,1
7920,32,3,471,5,3,2,2,0,4,0,0,39,38,0,1
7921,12,3,8637,11,8,2,3,0,4,0,0,39,3,0,1
7922,8,3,7336,11,8,5,3,4,4,0,0,39,38,0,0
7923,19,3,6575,11,8,3,0,4,4,0,0,39,38,0,0
7924,19,6,4868,10,15,4,9,1,4,0,0,44,38,0,1
7925,4,3,16174,11,8,4,7,3,4,0,0,21,38,0,1
7926,1,3,9020,15,9,4,7,3,4,0,0,29,38,0,0
7927,13,1,9700,8,10,4,10,1,4,0,0,39,38,0,1
7928,27,3,17842,15,9,4,0,3,2,0,0,39,38,0,0
7929,23,3,635,15,9,2,13,0,4,0,0,49,38,0,1
7930,26,3,9240,11,8,2,3,0,4,0,0,43,38,0,1
7931,28,3,13423,9,12,2,3,0,4,0,0,49,38,1,1
7932,12,3,6375,15,9,3,11,3,1,0,0,25,18,0,0
7933,23,3,6728,15,9,2,0,5,4,0,0,39,38,0,0
7934,26,3,21634,15,9,2,7,0,4,0,0,47,38,0,1
7935,3,3,15951,15,9,4,7,1,4,0,0,19,38,0,0
7936,15,6,2404,9,12,2,12,0,4,0,0,19,38,0,1
7937,2,3,5440,15,9,4,7,3,4,0,0,15,38,0,0
7938,4,3,5321,11,8,4,6,3,4,0,0,39,38,0,1
7939,6,3,5597,8,10,2,5,0,4,0,0,39,38,0,1
7940,7,3,1438,1,6,4,7,1,2,0,0,39,38,0,0
7941,35,3,2995,8,10,0,7,1,4,0,0,31,38,0,1
7942,34,3,2624,15,9,0,7,4,4,0,0,39,38,0,0
7943,2,3,17572,15,9,4,7,1,4,0,0,34,38,0,1
7944,37,3,5814,15,9,2,11,0,4,0,0,44,38,1,1
7945,33,3,4256,11,8,0,6,2,4,0,0,47,38,0,0
7946,12,3,4704,15,9,0,6,1,4,0,0,39,38,0,1
7947,0,3,11176,0,5,4,12,3,4,0,0,9,38,0,1
7948,30,3,14016,11,8,0,7,4,4,0,0,36,32,0,0
7949,29,3,20383,9,12,0,9,4,2,0,0,31,38,0,0
7950,13,3,10058,15,9,2,5,0,4,0,0,43,38,0,1
7951,41,3,20053,15,9,2,7,5,4,0,0,29,38,0,0
7952,31,3,5481,9,12,0,9,1,2,0,0,39,38,0,0
7953,6,3,14386,15,9,4,10,3,4,0,0,39,25,0,1
7954,6,3,10129,8,10,4,0,3,4,0,0,35,38,0,0
7955,28,3,17239,11,8,2,2,0,4,0,0,39,38,0,1
7956,3,3,10796,15,9,4,11,3,2,0,0,19,38,0,1
7957,9,3,13832,5,3,4,6,3,4,0,0,47,38,0,1
7958,33,1,6600,9,12,4,9,3,4,0,0,39,38,1,0
7959,32,3,8966,11,8,2,11,0,4,0,0,47,38,1,1
7960,9,3,17286,15,9,4,7,2,4,0,0,39,26,0,1
7961,30,3,12368,14,14,0,0,1,4,0,0,39,38,0,1
7962,14,3,13888,2,7,4,11,1,4,71,0,49,38,0,1
7963,2,3,181,15,9,4,7,3,4,0,0,39,38,0,0
7964,6,3,19959,0,5,2,7,0,4,0,0,39,38,0,1
7965,18,3,7645,11,8,2,2,0,4,0,37,39,38,0,1
7966,29,3,21143,15,9,2,2,0,4,0,47,49,38,1,1
7967,11,5,14014,1,6,4,2,1,4,0,0,39,38,0,1
7968,41,3,17875,15,9,2,3,0,4,94,0,44,38,1,1
7969,4,3,9930,11,8,4,0,3,4,0,0,39,38,0,0
7970,33,5,19655,0,5,0,11,1,4,0,0,49,38,0,0
7971,13,3,4274,6,4,4,7,1,4,0,0,29,38,0,0
7972,14,3,499,9,12,4,9,1,4,0,0,39,38,0,0
7973,14,5,17763,9,12,2,0,5,4,0,0,19,38,0,0
7974,18,5,10678,11,8,2,2,0,4,50,0,39,38,1,1
7975,16,3,15593,10,15,2,9,0,4,0,0,59,38,1,1
7976,17,3,6635,12,13,2,9,0,4,94,0,54,38,1,1
7977,50,3,8313,14,14,2,7,0,4,85,0,9,38,1,1
7978,20,3,12449,11,8,2,5,0,4,0,0,44,38,1,1
7979,31,3,1389,12,13,2,9,0,4,0,0,39,38,1,1
7980,17,0,2244,9,12,4,3,4,1,14,0,39,0,0,1
7981,7,3,16185,15,9,4,3,3,4,0,0,39,38,0,1
7982,38,3,10060,11,8,0,8,1,4,0,0,39,9,0,0
7983,33,3,11984,11,8,2,12,0,4,0,44,39,38,1,1
7984,23,3,13615,9,12,2,11,0,4,0,50,59,38,1,1
7985,16,3,7184,9,12,4,5,1,4,0,0,29,38,0,1
7986,34,0,11674,15,9,2,2,0,4,0,0,39,38,0,1
7987,13,3,12340,15,9,4,6,1,4,0,0,39,38,0,1
7988,24,3,9101,11,8,2,6,0,4,0,0,39,38,0,1
7989,30,1,9885,8,10,2,3,0,4,0,0,39,38,1,1
7990,10,3,13713,5,3,4,4,3,4,0,0,49,38,0,1
7991,20,3,5454,9,12,5,9,4,4,76,0,31,38,1,0
7992,23,3,7305,8,10,2,2,0,4,0,0,39,38,0,1
7993,19,3,4442,11,8,2,6,0,4,0,0,39,38,0,1
7994,20,3,10325,11,8,2,6,0,2,0,0,39,38,0,1
7995,21,3,12353,14,14,5,9,1,4,0,0,34,38,1,1
7996,23,5,20659,15,9,2,2,0,4,0,0,49,38,0,1
7997,18,3,21309,9,12,0,3,4,4,0,0,39,38,0,0
7998,30,5,11947,11,8,2,6,5,4,0,0,19,38,1,0
7999,3,3,1708,15,9,4,7,3,4,0,0,59,38,0,1
8000,16,3,8212,12,13,2,9,0,4,0,0,44,38,1,1
8001,28,3,11611,15,9,0,0,1,4,0,0,39,38,0,0
8002,49,3,13901,15,9,2,7,0,4,0,42,39,38,1,1
8003,18,5,10425,11,8,4,11,4,2,0,0,37,10,0,0
8004,15,3,2674,1,6,2,0,0,4,0,0,44,38,0,1
8005,6,3,11615,15,9,2,7,0,2,0,0,49,38,0,1
8006,2,3,6136,11,8,4,7,3,4,0,0,14,38,0,0
8007,27,3,9834,15,9,2,7,0,4,0,0,39,38,0,1
8008,3,3,6861,11,8,4,5,3,2,0,0,34,38,0,1
8009,27,4,17087,9,12,2,11,0,4,0,0,29,38,0,1
8010,24,6,14903,11,8,2,0,0,4,58,0,39,38,0,1
8011,2,3,18823,15,9,4,0,2,4,0,0,39,38,0,0
8012,31,3,1462,11,8,0,7,1,4,0,0,34,38,0,0
8013,28,3,13254,15,9,2,11,0,4,0,0,64,38,1,1
8014,23,3,9804,5,3,2,7,0,1,0,0,41,0,0,1
8015,17,3,12978,11,8,2,2,0,4,0,0,54,38,1,1
8016,3,3,8109,15,9,4,11,2,3,0,0,39,38,0,0
8017,16,3,10561,15,9,5,0,4,4,0,0,39,38,0,0
8018,13,3,10253,11,8,2,0,3,4,0,0,19,38,0,0
8019,6,3,17387,15,9,4,5,3,4,0,0,31,4,0,1
8020,17,3,4913,0,5,0,7,4,4,0,0,37,38,0,0
8021,31,6,3043,15,9,2,2,0,4,0,0,39,38,1,1
8022,15,3,5897,1,6,0,7,1,4,0,0,48,38,0,0
8023,25,3,2323,15,9,2,2,0,2,0,0,39,38,1,1
8024,5,3,4935,11,8,4,0,3,1,0,0,39,38,0,1
8025,43,5,1660,11,8,2,2,0,4,0,0,41,38,1,1
8026,25,3,965,9,12,2,3,0,4,0,0,54,38,1,1
8027,28,3,1966,9,12,5,3,1,4,0,0,54,38,0,0
8028,30,3,5101,11,8,0,7,3,4,0,0,31,38,0,0
8029,12,3,14147,12,13,2,3,5,4,0,0,39,38,1,0
8030,17,3,10128,9,12,4,11,1,4,0,0,37,38,0,1
8031,17,3,10172,9,12,0,9,4,4,0,0,39,38,1,0
8032,22,0,20751,11,8,2,0,0,4,0,0,39,38,0,1
8033,12,3,3434,15,9,0,9,4,4,0,0,23,38,0,0
8034,25,4,7322,15,9,4,11,1,4,0,0,59,38,0,1
8035,31,3,15720,1,6,5,7,1,2,0,0,34,38,0,0
8036,36,3,21531,9,12,2,3,0,2,0,47,39,38,1,1
8037,34,3,15844,15,9,6,0,4,4,0,0,44,38,0,0
8038,27,5,789,9,12,2,4,0,4,0,0,85,38,0,1
8039,29,4,10794,8,10,2,3,0,4,0,0,59,38,1,1
8040,34,3,7190,10,15,0,2,1,4,73,0,59,38,1,0
8041,15,3,17217,15,9,4,2,1,4,0,0,39,38,0,0
8042,5,3,14343,11,8,4,7,3,2,0,25,29,38,0,1
8043,7,3,14966,15,9,4,7,1,4,0,0,44,38,0,1
8044,16,3,15465,8,10,4,9,4,2,0,0,25,38,0,0
8045,30,5,5401,11,8,1,2,0,4,0,0,85,38,0,1
8046,47,5,4396,12,13,0,9,1,4,0,0,49,38,0,1
8047,45,3,8045,9,12,2,3,0,4,0,0,49,38,1,1
8048,35,3,11743,11,8,2,3,0,4,0,0,39,38,1,1
8049,22,3,11754,11,8,4,11,1,4,0,0,39,30,0,0
8050,25,3,3207,11,8,2,9,0,4,0,0,47,38,0,1
8051,21,0,15558,9,12,2,11,0,4,94,0,41,38,1,1
8052,38,3,16641,5,3,2,13,0,4,0,0,49,38,0,1
8053,12,3,11563,11,8,2,7,1,4,0,0,26,38,0,0
8054,25,3,6485,7,11,0,9,1,4,0,0,23,38,0,0
8055,13,3,13278,7,11,2,3,5,4,0,0,49,36,1,0
8056,15,3,10750,6,4,2,2,0,4,0,0,39,38,0,1
8057,19,3,14128,11,8,2,7,0,4,58,0,29,38,0,1
8058,33,0,9076,1,6,4,11,1,2,60,0,39,38,0,0
8059,10,3,7916,11,8,4,6,3,1,0,0,39,29,0,1
8060,30,3,8175,11,8,2,3,0,4,0,0,59,38,0,1
8061,16,3,8142,6,4,0,6,1,4,0,0,34,38,0,1
8062,31,5,3934,15,9,4,0,1,4,0,0,39,38,0,1
8063,6,3,8767,5,3,4,7,3,4,0,0,34,38,0,1
8064,14,0,19227,9,12,2,3,0,4,0,0,39,38,1,1
8065,9,3,10663,15,9,2,6,0,2,0,0,39,38,0,1
8066,44,5,6601,11,8,2,11,0,1,0,0,62,34,0,1
8067,33,3,13661,9,12,0,11,4,2,0,0,39,38,0,1
8068,32,3,9398,8,10,2,9,0,4,0,0,39,10,1,1
8069,40,3,18236,4,2,2,7,0,4,91,0,79,38,1,1
8070,2,3,17155,11,8,4,7,2,1,0,0,23,38,0,1
8071,1,3,1580,1,6,4,5,3,4,0,0,14,38,0,1
8072,27,5,182,7,11,2,7,5,4,0,0,93,38,0,0
8073,37,3,12140,8,10,2,11,0,4,0,0,49,38,0,1
8074,18,6,10309,11,8,2,10,0,4,0,0,39,38,1,1
8075,10,6,18716,12,13,4,9,1,1,0,0,19,2,0,1
8076,33,4,6765,11,8,2,4,0,4,0,0,49,38,0,1
8077,26,6,15105,11,8,2,2,0,4,0,0,39,38,0,1
8078,11,3,9127,15,9,0,0,4,4,0,0,39,38,0,1
8079,30,3,5602,11,8,2,3,0,4,0,0,39,38,0,1
8080,4,3,15845,13,0,4,4,1,4,0,0,49,25,0,1
8081,13,3,9604,14,14,4,9,1,4,0,0,44,38,0,0
8082,2,3,6762,11,8,4,2,3,4,0,0,44,38,0,1
8083,23,3,18761,15,9,2,7,0,4,0,17,39,38,0,1
8084,38,3,11120,12,13,2,11,0,4,0,0,49,38,1,1
8085,50,3,2848,11,8,0,7,3,4,0,0,19,38,0,1
8086,14,3,1234,8,10,0,6,4,4,0,0,42,38,0,1
8087,13,3,14467,8,10,0,3,1,4,0,0,39,38,0,1
8088,37,3,7655,13,0,2,7,5,4,0,0,39,25,0,0
8089,34,0,1109,9,12,4,9,1,0,0,0,42,38,0,0
8090,17,3,10888,11,8,0,13,3,4,0,0,39,38,0,0
8091,42,3,4566,12,13,2,3,0,4,0,0,44,38,1,1
8092,33,3,13203,11,8,0,3,4,4,0,0,37,38,0,0
8093,12,3,6500,11,8,0,6,4,4,0,0,39,38,0,1
8094,0,6,5405,0,5,4,4,3,4,0,0,39,38,0,1
8095,7,3,18376,11,8,4,7,3,4,0,0,29,38,0,0
8096,35,3,16090,13,0,3,7,2,4,0,0,39,25,0,1
8097,22,3,8970,12,13,2,9,5,4,0,47,17,38,1,0
8098,1,3,14071,2,7,4,7,3,4,0,0,24,38,0,0
8099,15,3,16648,15,9,0,5,4,2,0,0,39,26,0,1
8100,8,3,831,15,9,0,7,4,4,0,0,49,38,0,0
8101,17,3,16124,11,8,4,6,1,4,0,0,44,38,0,0
8102,27,5,5945,11,8,2,9,0,4,0,47,39,38,1,1
8103,20,1,6193,15,9,0,0,4,4,0,0,39,38,0,0
8104,22,3,10481,12,13,2,3,5,4,0,76,64,38,1,0
8105,15,4,5002,14,14,2,9,0,4,0,0,39,38,1,1
8106,6,3,16282,15,9,4,7,1,4,0,0,27,38,0,0
8107,28,0,1327,15,9,0,0,4,4,0,0,41,38,0,1
8108,13,3,4884,1,6,0,5,3,4,0,0,39,38,0,1
8109,3,3,1410,2,7,0,7,1,4,0,0,9,38,0,0
8110,24,3,13025,11,8,2,2,0,4,0,0,3,28,0,1
8111,4,3,772,11,8,4,11,3,4,0,0,29,38,0,0
8112,31,3,3317,5,3,2,7,0,1,0,0,29,2,0,1
8113,14,3,6526,11,8,2,9,0,4,79,0,44,38,1,1
8114,17,3,18434,8,10,4,5,1,2,0,0,39,38,0,1
8115,8,3,13081,11,8,5,7,4,2,0,0,39,38,0,1
8116,24,5,19845,9,12,5,2,1,4,0,0,34,38,0,1
8117,18,5,12607,14,14,2,9,0,4,0,0,49,38,1,1
8118,25,3,17631,9,12,0,3,4,4,0,0,39,38,0,0
8119,17,5,18615,11,8,2,13,0,4,0,0,72,25,1,1
8120,27,3,3767,0,5,2,6,0,4,68,0,59,38,0,1
8121,15,3,12757,9,12,2,3,0,4,0,0,39,38,1,1
8122,8,3,10809,15,9,4,11,3,1,0,0,39,38,0,1
8123,6,3,12726,1,6,2,13,0,4,0,0,49,38,0,1
8124,19,3,9630,14,14,4,9,1,3,0,0,39,18,1,1
8125,36,5,795,9,12,4,11,4,4,0,0,59,38,1,1
8126,10,3,14181,10,15,4,9,1,4,0,0,51,38,0,1
8127,10,3,19175,9,12,4,0,1,4,0,0,64,38,0,0
8128,40,3,16412,11,8,4,3,1,4,0,0,44,38,0,0
8129,0,3,4815,1,6,4,11,3,4,0,0,19,38,0,0
8130,42,1,15569,11,8,0,0,4,4,0,0,37,38,0,0
8131,17,3,6434,11,8,4,7,3,4,0,0,39,38,0,0
8132,13,3,4720,0,5,2,13,0,4,0,0,54,38,0,1
8133,14,6,16450,7,11,4,0,3,2,0,0,44,38,0,0
8134,1,3,10020,1,6,4,7,3,4,0,0,39,38,0,1
8135,6,3,2910,15,9,4,11,1,4,0,0,29,38,0,1
8136,2,3,8891,11,8,4,13,3,4,0,0,39,38,0,1
8137,3,5,16799,8,10,4,4,3,4,0,0,39,38,0,1
8138,35,5,8717,11,8,0,11,1,4,0,0,39,38,0,1
8139,22,1,15021,9,12,2,9,0,4,0,0,49,38,1,1
8140,10,3,19877,11,8,5,7,4,4,0,0,49,38,0,0
8141,2,3,17081,15,9,4,11,1,4,0,0,34,38,0,0
8142,21,1,2905,9,12,2,9,5,4,0,0,14,38,0,0
8143,2,3,20463,11,8,4,5,3,4,0,0,15,38,0,1
8144,17,3,12199,9,12,2,9,5,4,0,46,39,38,1,0
8145,24,3,13458,11,8,2,13,0,4,0,0,44,38,0,1
8146,6,3,14582,11,8,2,6,3,4,24,0,39,38,0,0
8147,7,3,12339,7,11,4,7,1,4,0,0,11,38,0,1
8148,7,3,1534,9,12,4,0,1,4,0,0,39,38,0,0
8149,5,3,13982,0,5,4,13,1,0,0,0,79,38,0,1
8150,28,3,5039,14,14,2,9,0,4,0,0,59,38,1,1
8151,28,3,11867,11,8,2,3,0,4,0,0,59,38,1,1
8152,31,3,15673,9,12,2,3,0,1,0,0,39,23,1,1
8153,25,3,1264,9,12,2,11,0,4,0,0,59,38,0,1
8154,18,5,11812,15,9,2,11,0,4,0,0,49,38,0,1
8155,15,3,8826,11,8,0,7,4,0,0,0,39,38,0,0
8156,34,1,6757,11,8,2,3,5,4,0,0,31,38,0,0
8157,42,3,5734,15,9,2,3,0,4,0,0,39,38,1,1
8158,14,1,1938,11,8,4,13,3,4,0,0,39,38,0,1
8159,10,1,2528,9,12,4,12,1,4,0,0,49,38,0,1
8160,12,3,7323,9,12,2,5,0,2,68,0,76,38,1,1
8161,40,3,10711,7,11,6,0,1,4,0,0,34,38,0,0
8162,23,3,13565,11,8,4,7,1,4,0,0,39,38,0,1
8163,14,3,13317,11,8,0,6,1,4,0,0,39,38,0,1
8164,6,3,10772,5,3,4,6,3,4,0,0,39,38,0,1
8165,25,3,11073,11,8,5,0,4,4,0,0,34,33,0,0
8166,43,3,7561,11,8,2,11,0,4,0,0,39,38,0,1
8167,36,1,14509,12,13,4,3,1,4,106,0,49,38,1,0
8168,3,3,20451,15,9,4,7,3,4,0,0,39,38,0,0
8169,10,3,14520,11,8,4,5,3,4,0,0,39,38,0,1
8170,14,3,1430,11,8,2,13,0,4,0,0,44,38,0,1
8171,12,6,20354,9,12,4,2,1,4,0,0,39,38,0,1
8172,5,3,1439,9,12,4,4,3,4,0,0,39,38,0,1
8173,25,3,7218,9,12,4,9,1,4,0,20,37,38,1,0
8174,46,4,6850,14,14,2,9,0,4,108,0,49,38,1,1
8175,11,3,16166,11,8,2,11,0,4,0,0,39,38,0,1
8176,62,3,5691,15,9,2,0,0,4,0,0,19,38,0,1
8177,22,3,14687,11,8,2,2,0,4,91,0,39,38,1,1
8178,12,3,11067,2,7,4,7,1,3,0,0,39,38,0,1
8179,43,3,261,5,3,0,7,1,4,0,0,39,38,0,1
8180,41,3,3492,2,7,2,7,5,4,0,0,23,38,0,0
8181,3,3,4507,7,11,4,7,3,4,0,64,17,38,0,0
8182,27,3,11779,11,8,2,13,0,4,0,0,64,38,1,1
8183,30,3,16503,11,8,2,13,0,4,0,0,47,38,0,1
8184,42,3,12411,11,8,2,10,0,4,0,0,23,38,1,1
8185,20,3,18619,12,13,0,3,1,4,0,0,64,38,0,1
8186,4,3,5473,11,8,5,6,2,4,0,0,39,38,0,1
8187,51,3,14672,8,10,6,3,1,4,0,0,39,38,0,0
8188,26,3,15796,15,9,2,0,0,4,77,0,39,38,0,1
8189,6,3,15354,15,9,4,7,3,2,0,0,39,38,0,0
8190,6,3,14917,11,8,4,2,4,4,0,0,32,38,0,0
8191,23,1,4335,12,13,4,0,1,4,0,45,34,38,0,0
8192,28,5,8597,15,9,4,11,3,4,0,0,34,38,0,0
8193,17,3,19802,8,10,2,7,0,4,50,0,59,38,1,1
8194,5,3,11530,15,9,4,12,3,4,0,0,39,38,0,1
8195,21,3,12870,9,12,2,9,0,4,0,0,49,38,1,1
8196,7,3,14310,15,9,4,11,1,4,0,0,48,38,0,1
8197,6,3,10985,11,8,2,11,5,4,0,0,39,38,0,0
8198,22,0,12834,15,9,2,0,2,4,0,0,44,38,1,1
8199,9,3,4046,15,9,4,2,1,4,0,0,39,38,0,1
8200,7,3,18243,11,8,4,5,4,4,0,0,39,38,0,1
8201,5,3,13558,15,9,4,0,3,4,0,0,24,38,0,1
8202,19,3,4281,9,12,2,9,0,4,0,0,54,38,0,1
8203,3,3,5949,15,9,4,8,3,4,0,0,19,38,0,0
8204,1,3,17261,1,6,4,7,3,2,0,0,7,38,0,1
8205,21,3,6516,9,12,2,3,0,4,0,0,39,38,1,1
8206,26,4,16693,9,12,0,4,1,4,0,0,34,38,0,1
8207,39,3,13513,11,8,0,3,1,2,0,0,39,38,0,1
8208,25,3,19868,12,13,2,3,0,4,0,0,39,38,1,1
8209,18,3,8083,9,12,2,3,0,4,0,0,49,38,1,1
8210,14,3,802,15,9,0,0,1,4,0,0,44,38,0,0
8211,56,3,18265,3,1,2,13,0,4,0,36,19,38,0,1
8212,15,3,2510,15,9,0,3,4,4,0,0,41,38,0,0
8213,20,3,4533,12,13,2,3,0,4,108,0,44,38,1,1
8214,49,3,14212,11,8,2,5,0,4,0,0,9,38,0,1
8215,5,3,8310,11,8,4,7,3,4,0,0,34,38,0,0
8216,34,3,13023,8,10,2,11,0,4,0,0,39,38,0,1
8217,14,3,9761,11,8,4,7,3,4,0,0,34,38,0,1
8218,48,3,7744,11,8,0,0,4,4,0,65,58,1,0,0
8219,22,3,21057,11,8,2,2,5,2,0,0,44,38,0,0
8220,31,3,5985,15,9,2,0,5,4,0,0,36,38,0,0
8221,3,3,11687,15,9,4,7,1,4,0,0,39,38,0,0
8222,11,3,11668,7,11,4,7,2,4,0,0,39,38,0,1
8223,31,3,16092,9,12,2,11,0,4,68,0,49,38,1,1
8224,12,0,13526,14,14,2,9,0,4,0,0,76,38,0,1
8225,19,5,19525,10,15,4,9,1,4,0,0,29,38,1,1
8226,18,4,12336,9,12,2,3,0,4,0,0,44,38,1,1
8227,14,3,20976,15,9,2,13,0,4,0,0,39,38,1,1
8228,31,6,5754,11,8,2,10,0,4,0,0,39,38,0,1
8229,19,3,6800,8,10,4,12,1,4,0,0,44,38,0,1
8230,23,5,609,11,8,2,4,0,4,0,0,49,38,0,1
8231,40,3,13695,11,8,2,9,0,4,0,0,14,38,0,1
8232,9,1,5397,9,12,4,9,1,4,74,0,34,38,0,0
8233,20,6,4149,11,8,4,7,3,4,0,0,39,38,0,0
8234,48,3,5206,10,15,2,3,0,4,0,0,39,38,1,1
8235,9,5,15285,0,5,4,9,1,4,0,0,31,38,0,0
8236,25,3,1654,15,9,2,12,0,4,0,0,39,38,0,1
8237,30,3,21502,12,13,2,3,0,4,0,0,39,23,1,1
8238,45,3,4957,5,3,0,2,3,4,0,0,39,38,0,1
8239,10,3,16273,8,10,4,3,3,4,0,0,49,38,0,1
8240,59,5,14786,15,9,6,11,1,4,0,0,7,38,0,1
8241,3,3,12098,15,9,4,7,3,4,0,0,39,38,0,0
8242,12,3,16815,9,12,4,0,3,4,0,0,39,38,0,0
8243,12,3,6536,2,7,2,13,0,4,0,0,39,38,1,1
8244,15,3,5714,0,5,4,6,3,4,0,0,39,25,0,1
8245,5,4,1108,15,9,2,2,0,4,0,0,39,38,0,1
8246,13,0,19840,11,8,4,0,1,2,0,0,49,38,0,0
8247,26,1,18604,15,9,0,0,1,4,0,0,39,38,0,0
8248,6,3,3315,9,12,2,7,0,4,0,0,19,38,0,1
8249,27,0,19535,14,14,2,9,0,4,0,0,39,38,1,1
8250,24,3,5024,9,12,0,7,1,4,0,0,39,38,0,1
8251,32,6,11152,12,13,0,9,4,2,92,0,39,38,1,0
8252,13,3,2607,11,8,4,13,1,4,0,0,44,38,1,1
8253,6,3,5372,15,9,4,5,3,4,0,0,34,38,0,1
8254,22,3,15540,11,8,6,0,3,4,0,0,39,38,0,0
8255,15,3,6746,9,12,2,11,0,4,0,0,59,38,1,1
8256,33,3,17728,15,9,2,2,0,4,0,46,34,38,1,1
8257,2,3,19732,15,9,4,0,3,4,0,0,39,32,0,0
8258,18,3,21643,9,12,2,11,0,4,0,0,51,38,1,1
8259,6,3,12273,11,8,4,2,1,4,0,0,39,38,0,1
8260,8,3,11348,15,9,4,2,1,4,0,0,39,38,0,1
8261,23,3,2744,11,8,0,11,1,4,0,0,39,38,0,0
