Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Target
28/9/2010,16:57:00,0.218,0.0,241.18,1.0,0.0
21/8/2009,09:47:00,0.242,0.114,239.26,1.0,0.0
20/2/2008,17:39:00,2.61,0.242,239.05,10.8,37.0
21/2/2010,04:09:00,0.37,0.07,242.66,1.4,1.0
25/1/2007,07:22:00,2.498,0.0,239.13,10.4,18.0
20/3/2008,01:57:00,0.296,0.082,242.49,1.2,2.0
22/10/2010,00:47:00,0.566,0.094,246.05,2.2,1.0
21/7/2008,20:53:00,0.55,0.08,239.09,2.2,0.0
21/10/2009,01:15:00,0.336,0.084,242.88,1.4,1.0
29/9/2008,13:27:00,0.388,0.148,239.21,1.8,1.0
23/5/2009,07:20:00,1.908,0.09,239.91,8.4,19.0
13/7/2010,11:33:00,0.564,0.062,241.6,2.4,0.0
4/6/2008,02:50:00,0.252,0.062,235.21,1.2,2.0
11/7/2009,17:29:00,1.22,0.38,239.81,5.2,14.0
12/5/2010,02:46:00,0.428,0.224,243.57,2.0,3.0
7/1/2010,23:06:00,1.476,0.066,247.13,5.8,20.0
8/6/2009,14:59:00,0.348,0.11,241.34,1.6,0.0
9/10/2010,18:46:00,1.756,0.158,238.76,7.4,19.0
4/3/2007,05:39:00,0.224,0.0,244.61,1.0,0.0
24/2/2007,08:43:00,2.112,0.106,239.62,8.8,17.0
28/1/2008,02:51:00,0.916,0.052,244.69,3.8,0.0
24/11/2009,23:10:00,1.526,0.198,243.33,6.2,20.0
12/3/2010,05:31:00,0.326,0.108,244.98,1.4,0.0
26/12/2008,04:25:00,0.324,0.118,249.04,1.4,0.0
9/11/2008,20:02:00,2.246,0.218,236.04,9.6,17.0
20/6/2007,17:14:00,0.352,0.354,241.05,2.0,1.0
5/4/2007,23:59:00,1.368,0.0,243.64,5.6,18.0
12/12/2007,17:00:00,0.92,0.122,243.82,3.8,0.0
16/12/2009,00:48:00,0.246,0.0,248.56,1.0,1.0
15/10/2009,04:22:00,0.314,0.08,242.33,1.2,3.0
27/9/2009,20:36:00,2.308,0.282,239.5,9.6,18.0
13/7/2007,03:58:00,0.392,0.35,241.52,2.2,1.0
4/5/2009,12:37:00,1.336,0.0,242.48,5.4,18.0
22/4/2007,21:08:00,3.28,0.36,233.44,14.0,19.0
13/12/2007,22:24:00,1.062,0.0,246.13,4.4,1.0
16/9/2007,07:40:00,0.184,0.118,242.09,0.8,1.0
4/2/2009,14:38:00,6.124,0.23,247.25,25.0,90.0
24/8/2007,13:31:00,1.55,0.2,239.73,6.4,18.0
14/10/2010,16:34:00,0.344,0.06,242.19,1.4,1.0
24/2/2009,13:27:00,1.528,0.316,239.34,6.4,19.0
12/11/2010,20:09:00,3.822,0.11,231.16,16.4,53.0
22/5/2007,08:58:00,0.456,0.0,233.94,2.2,0.0
26/7/2008,10:23:00,1.092,0.458,236.75,5.2,6.0
22/8/2010,03:47:00,0.218,0.0,241.18,1.0,0.0
7/8/2008,19:04:00,0.154,0.122,240.7,0.8,1.0
31/12/2006,20:57:00,2.37,0.0,236.05,10.0,0.0
29/7/2010,07:36:00,1.286,0.086,239.28,5.4,19.0
7/3/2008,08:16:00,1.384,0.088,239.72,5.8,17.0
4/1/2010,11:42:00,1.404,0.0,244.08,5.6,19.0
29/4/2008,02:47:00,0.354,0.118,243.15,1.4,1.0
3/11/2009,21:30:00,2.396,0.078,237.06,10.0,17.0
26/3/2008,13:31:00,0.728,0.08,242.86,3.8,0.0
17/1/2010,08:40:00,0.464,0.144,245.99,2.0,1.0
8/8/2009,07:03:00,0.308,0.262,242.57,1.6,2.0
7/7/2010,00:54:00,0.258,0.088,239.27,1.2,0.0
25/1/2007,02:55:00,0.228,0.0,250.25,1.0,0.0
12/2/2007,16:23:00,0.334,0.09,240.3,1.4,0.0
22/5/2010,00:00:00,0.958,0.188,242.37,4.0,11.0
14/11/2007,10:35:00,2.266,0.07,235.51,9.8,17.0
28/11/2009,19:20:00,1.65,0.08,240.54,6.8,20.0
4/9/2007,17:28:00,1.562,0.108,236.55,6.6,17.0
12/12/2009,03:46:00,0.32,0.128,247.62,1.4,2.0
16/1/2008,12:18:00,1.614,0.0,237.75,6.8,18.0
22/1/2010,21:31:00,1.228,0.0,240.39,5.0,1.0
1/12/2007,10:02:00,3.64,0.152,236.61,15.4,55.0
26/11/2010,05:31:00,0.228,0.05,247.13,1.0,0.0
30/1/2009,17:19:00,3.238,0.0,242.38,13.2,18.0
3/2/2010,23:46:00,1.358,0.052,244.77,5.4,19.0
11/6/2010,13:03:00,0.442,0.196,242.8,2.0,0.0
18/12/2006,10:39:00,1.354,0.094,239.32,5.6,17.0
28/8/2007,13:44:00,0.11,0.0,239.82,0.4,0.0
8/9/2008,00:11:00,0.178,0.0,244.85,0.8,1.0
24/11/2008,15:14:00,1.45,0.062,242.73,6.0,18.0
19/2/2007,21:55:00,4.632,0.0,235.78,19.6,54.0
13/5/2010,05:33:00,0.26,0.0,245.37,1.0,0.0
20/9/2008,09:28:00,1.838,0.092,237.38,7.6,28.0
28/10/2007,10:42:00,0.31,0.106,239.12,1.4,0.0
18/3/2009,09:07:00,1.272,0.056,240.04,5.2,17.0
8/8/2008,18:51:00,0.152,0.122,240.0,0.8,0.0
8/10/2009,06:04:00,0.306,0.09,242.67,1.2,1.0
13/1/2009,01:26:00,0.342,0.078,246.14,1.4,2.0
27/1/2010,23:54:00,1.514,0.0,244.12,6.2,19.0
2/2/2009,20:26:00,3.348,0.05,239.44,14.0,18.0
27/12/2007,15:30:00,2.942,0.0,245.48,12.0,19.0
15/8/2009,00:42:00,0.294,0.194,240.91,1.6,1.0
8/3/2007,21:40:00,2.946,0.214,239.57,12.2,18.0
25/3/2008,10:34:00,1.378,0.062,242.59,5.6,18.0
4/4/2010,23:33:00,0.42,0.22,241.37,1.8,2.0
29/9/2009,16:18:00,0.644,0.22,244.45,2.8,1.0
1/1/2009,16:47:00,1.544,0.226,241.83,6.4,20.0
22/3/2010,14:31:00,1.428,0.09,244.81,5.8,19.0
19/9/2009,03:13:00,0.282,0.17,242.69,1.4,2.0
16/10/2010,16:41:00,0.246,0.0,241.53,1.0,1.0
12/6/2008,11:36:00,1.294,0.244,238.05,5.6,1.0
8/4/2007,13:57:00,1.28,0.0,240.1,5.2,18.0
19/1/2010,23:14:00,0.404,0.124,245.36,1.6,0.0
23/12/2006,04:58:00,1.588,0.0,242.77,7.2,19.0
16/10/2009,14:04:00,1.514,0.0,240.69,6.2,19.0
22/9/2007,03:27:00,0.114,0.0,241.01,0.6,0.0
26/11/2007,00:35:00,0.306,0.072,242.88,1.2,2.0
10/1/2008,08:54:00,1.898,0.058,239.07,8.0,18.0
13/8/2007,00:14:00,2.14,0.0,234.37,9.0,21.0
4/10/2009,13:42:00,1.526,0.33,240.33,6.4,22.0
13/5/2009,04:11:00,0.582,0.332,241.35,2.8,2.0
31/7/2009,02:49:00,0.406,0.214,243.17,2.0,3.0
13/8/2007,01:57:00,1.276,0.178,234.06,5.4,18.0
2/5/2007,06:55:00,1.932,0.188,235.64,8.2,18.0
17/7/2009,23:52:00,0.144,0.0,244.14,0.6,1.0
14/6/2010,00:12:00,0.458,0.362,245.94,2.4,3.0
28/1/2009,01:23:00,1.386,0.0,243.79,5.6,19.0
31/10/2008,02:08:00,0.302,0.078,243.79,1.2,0.0
19/6/2007,03:43:00,0.16,0.102,239.57,0.8,1.0
8/11/2008,05:09:00,0.308,0.072,240.69,1.4,0.0
12/11/2009,14:32:00,0.242,0.0,245.5,1.0,1.0
27/1/2009,16:09:00,0.298,0.0,247.81,1.2,0.0
12/3/2009,06:07:00,0.298,0.088,242.49,1.2,1.0
14/6/2008,22:00:00,1.042,0.286,236.97,4.4,2.0
23/11/2009,03:25:00,0.418,0.244,245.98,1.8,2.0
21/10/2008,04:38:00,0.344,0.0,240.48,1.6,2.0
9/1/2008,22:09:00,2.286,0.058,240.03,9.6,0.0
11/10/2008,10:33:00,0.692,0.188,237.36,3.0,1.0
12/10/2008,11:57:00,0.832,0.358,243.23,3.6,1.0
18/8/2009,20:24:00,0.352,0.066,243.57,1.4,1.0
19/2/2007,16:39:00,0.292,0.0,243.03,1.2,0.0
29/10/2008,09:51:00,0.816,0.062,241.85,3.4,0.0
2/12/2008,09:07:00,1.372,0.074,241.89,5.6,18.0
19/12/2007,19:23:00,2.614,0.05,235.59,11.0,0.0
8/7/2010,23:55:00,1.134,0.0,241.78,4.6,1.0
1/2/2009,11:39:00,3.012,0.356,240.73,12.6,39.0
3/4/2009,05:56:00,0.29,0.0,239.76,1.2,1.0
12/8/2009,06:50:00,0.31,0.25,241.62,1.6,2.0
28/6/2009,00:39:00,0.256,0.148,243.16,1.2,0.0
19/10/2008,15:19:00,0.534,0.0,242.86,2.2,4.0
21/6/2010,04:47:00,0.194,0.046,240.31,0.8,1.0
18/4/2008,19:57:00,0.944,0.382,236.98,4.2,2.0
21/5/2008,00:34:00,0.384,0.128,239.57,2.0,5.0
22/10/2007,13:53:00,1.262,0.0,238.33,5.2,18.0
10/6/2009,18:12:00,1.428,0.0,239.32,6.0,18.0
11/3/2010,09:48:00,1.44,0.104,242.61,5.8,19.0
13/7/2010,22:14:00,2.02,0.0,243.21,8.2,20.0
17/4/2009,06:32:00,1.458,0.102,242.99,6.0,1.0
13/7/2007,20:55:00,0.596,0.282,241.99,2.8,0.0
9/7/2007,05:17:00,0.302,0.236,242.15,1.6,1.0
2/5/2010,21:37:00,0.87,0.0,238.81,3.6,2.0
9/8/2008,05:53:00,0.37,0.174,239.53,2.0,5.0
7/7/2007,20:55:00,1.616,0.242,240.4,6.8,20.0
15/5/2010,18:05:00,0.374,0.0,241.67,1.6,1.0
7/1/2009,04:02:00,0.296,0.058,248.27,1.2,0.0
17/9/2010,06:30:00,0.194,0.0,241.69,0.8,1.0
10/4/2010,02:56:00,0.41,0.212,242.78,1.8,1.0
6/8/2009,00:06:00,0.138,0.0,242.13,0.6,1.0
30/3/2008,13:56:00,1.708,0.204,244.4,7.0,18.0
17/2/2009,10:28:00,0.218,0.0,241.18,1.0,0.0
19/8/2008,19:33:00,0.082,0.0,242.73,0.2,1.0
5/1/2008,19:35:00,3.152,0.076,231.63,13.6,16.0
14/7/2009,06:37:00,0.132,0.0,243.82,0.6,1.0
20/6/2007,23:42:00,0.282,0.22,243.92,1.6,1.0
25/8/2008,07:54:00,0.256,0.262,242.49,1.4,1.0
11/11/2009,15:02:00,2.462,0.416,242.92,10.2,33.0
23/12/2007,02:53:00,0.754,0.078,246.06,3.0,0.0
27/9/2008,15:31:00,0.546,0.236,243.91,2.4,2.0
8/12/2009,21:32:00,4.286,0.166,236.44,18.0,54.0
10/12/2007,09:56:00,1.538,0.082,235.84,6.6,17.0
15/9/2010,14:32:00,0.312,0.156,243.34,1.6,1.0
8/9/2008,05:08:00,0.23,0.088,243.04,1.0,1.0
25/10/2009,23:12:00,0.278,0.0,243.0,1.2,0.0
25/6/2010,01:12:00,0.332,0.22,238.62,1.6,1.0
28/11/2007,13:08:00,0.35,0.046,244.1,1.4,0.0
19/2/2009,15:19:00,0.332,0.1,244.06,1.4,0.0
18/4/2009,10:09:00,2.256,0.052,236.86,9.4,28.0
2/3/2008,19:14:00,1.37,0.09,236.41,5.8,18.0
28/11/2007,03:54:00,0.474,0.23,245.59,2.2,1.0
6/9/2007,08:35:00,1.268,0.108,238.96,5.2,18.0
27/1/2009,18:00:00,0.612,0.048,242.04,2.6,0.0
21/5/2008,02:14:00,0.156,0.0,241.54,0.6,1.0
15/11/2008,07:37:00,1.654,0.0,237.19,7.0,18.0
22/10/2009,08:26:00,2.08,0.168,237.96,8.8,26.0
30/12/2009,18:07:00,1.532,0.278,240.33,6.6,1.0
2/5/2009,01:44:00,0.428,0.252,243.35,2.0,0.0
20/6/2010,04:56:00,0.178,0.0,241.24,0.8,1.0
28/12/2009,16:03:00,3.87,0.0,244.68,15.8,57.0
21/11/2010,22:42:00,1.372,0.064,242.95,5.6,18.0
22/1/2007,21:43:00,1.79,0.218,240.99,7.4,0.0
18/5/2009,03:42:00,0.332,0.09,241.08,1.4,1.0
4/9/2008,08:43:00,1.448,0.318,239.31,6.2,20.0
28/3/2007,07:21:00,1.694,0.0,239.21,7.0,17.0
29/7/2010,04:18:00,0.156,0.0,242.02,0.6,1.0
27/3/2007,02:33:00,0.382,0.214,242.25,1.8,1.0
16/7/2008,21:27:00,4.144,0.204,239.78,17.4,55.0
17/2/2008,15:36:00,1.542,0.19,242.29,6.4,19.0
14/5/2007,12:40:00,0.472,0.442,237.61,2.6,1.0
28/3/2008,10:13:00,2.798,0.05,239.3,12.6,43.0
18/1/2010,04:02:00,0.322,0.104,244.54,1.4,1.0
17/9/2007,11:52:00,0.112,0.0,237.61,0.6,0.0
17/10/2007,18:55:00,0.478,0.08,236.24,2.2,0.0
7/3/2007,14:53:00,1.398,0.108,242.41,5.8,18.0
17/10/2008,20:42:00,5.234,0.0,231.29,22.6,53.0
6/4/2009,12:07:00,1.356,0.0,242.57,5.6,18.0
16/9/2009,22:41:00,1.762,0.104,240.73,7.2,19.0
9/6/2009,09:49:00,1.32,0.07,238.14,5.4,18.0
7/2/2007,21:00:00,3.252,0.0,233.26,13.8,17.0
15/7/2009,11:17:00,0.264,0.1,241.12,1.2,0.0
4/10/2008,23:09:00,0.35,0.102,241.13,1.4,0.0
24/7/2007,15:04:00,0.202,0.086,236.69,1.0,0.0
8/3/2010,19:36:00,2.354,0.364,239.57,9.8,1.0
3/2/2008,13:55:00,4.19,0.258,238.93,17.6,53.0
1/8/2010,09:35:00,0.294,0.154,239.38,1.6,1.0
26/3/2010,16:42:00,1.482,0.208,240.42,6.2,18.0
8/10/2007,00:46:00,0.36,0.078,239.54,1.6,2.0
6/8/2008,20:11:00,0.188,0.156,242.38,1.0,1.0
11/9/2007,15:21:00,0.132,0.0,239.79,0.6,0.0
20/8/2010,23:07:00,0.218,0.0,241.18,1.0,0.0
15/10/2007,16:21:00,0.222,0.0,239.58,1.0,0.0
13/12/2009,20:34:00,2.814,0.0,241.95,11.6,20.0
16/7/2008,08:33:00,1.392,0.208,237.56,5.8,18.0
22/3/2010,16:24:00,1.324,0.0,242.23,5.4,19.0
9/5/2009,05:48:00,0.31,0.0,244.04,1.4,0.0
2/1/2010,07:56:00,0.256,0.0,246.27,1.0,1.0
15/6/2007,08:40:00,1.806,0.178,238.33,7.8,28.0
30/5/2009,07:17:00,0.374,0.074,241.02,1.6,1.0
9/1/2010,09:17:00,1.806,0.0,240.58,7.8,18.0
19/12/2007,05:13:00,0.324,0.108,246.94,1.4,0.0
1/9/2008,20:44:00,0.142,0.0,237.62,0.6,1.0
25/6/2007,18:24:00,1.306,0.088,241.65,5.4,18.0
6/11/2010,21:33:00,0.468,0.076,240.63,2.0,1.0
2/2/2010,01:47:00,0.324,0.066,244.08,1.4,0.0
14/11/2008,14:59:00,0.266,0.05,243.72,1.2,0.0
28/9/2007,11:41:00,3.5,0.074,235.99,14.8,53.0
15/6/2008,14:08:00,1.532,0.248,240.63,6.4,20.0
12/9/2010,00:56:00,1.68,0.048,240.73,7.0,3.0
26/8/2010,18:59:00,0.292,0.118,244.51,1.4,1.0
22/4/2010,15:40:00,1.346,0.0,241.05,5.6,18.0
14/10/2008,13:33:00,0.912,0.156,236.58,3.8,11.0
30/3/2007,18:06:00,0.292,0.0,243.69,1.2,0.0
29/12/2009,16:03:00,1.312,0.0,245.64,5.2,1.0
20/9/2007,03:19:00,0.27,0.2,242.0,1.4,2.0
30/9/2009,09:16:00,1.366,0.208,239.82,5.6,21.0
22/1/2010,19:09:00,2.332,0.214,237.01,9.8,18.0
21/6/2007,09:19:00,0.19,0.118,241.12,0.8,1.0
23/9/2009,09:30:00,1.31,0.068,239.85,5.4,18.0
18/4/2007,06:23:00,0.22,0.124,238.49,1.0,0.0
10/3/2010,15:15:00,1.814,0.094,243.22,7.4,19.0
31/7/2009,15:13:00,0.17,0.0,243.07,0.8,1.0
15/6/2010,22:56:00,0.79,0.0,242.04,3.2,0.0
12/9/2008,20:52:00,3.964,0.18,235.85,16.8,37.0
25/9/2010,01:44:00,0.308,0.198,240.16,1.4,2.0
12/11/2008,14:34:00,1.592,0.27,240.12,6.6,17.0
13/12/2007,21:43:00,2.16,0.0,240.85,9.0,0.0
25/6/2007,18:16:00,1.314,0.088,241.97,5.4,17.0
7/9/2010,11:07:00,0.322,0.06,240.27,1.4,2.0
15/6/2010,20:19:00,1.618,0.134,240.7,6.6,19.0
7/3/2009,21:07:00,1.542,0.054,243.58,6.2,18.0
18/5/2008,00:43:00,0.872,0.404,239.84,4.0,0.0
26/1/2010,01:28:00,1.426,0.0,241.92,5.8,19.0
3/2/2009,11:39:00,1.496,0.078,243.34,6.2,18.0
6/12/2008,19:56:00,0.72,0.048,242.16,3.0,0.0
2/3/2010,15:52:00,0.334,0.096,243.92,1.4,1.0
15/9/2008,16:30:00,0.488,0.0,242.34,2.2,1.0
2/8/2007,15:33:00,1.104,0.0,233.15,4.6,16.0
18/2/2007,04:59:00,0.236,0.0,245.92,1.0,0.0
14/12/2007,16:19:00,1.572,0.0,244.33,6.4,19.0
29/6/2009,00:12:00,0.332,0.114,245.01,1.4,0.0
20/9/2007,20:53:00,1.666,0.0,235.92,7.0,17.0
20/11/2010,11:01:00,1.72,0.0,238.72,7.2,17.0
19/2/2008,18:32:00,1.338,0.0,241.18,5.6,0.0
22/10/2009,14:16:00,1.344,0.0,241.54,5.6,18.0
1/10/2008,01:52:00,0.234,0.0,241.4,1.0,1.0
11/6/2007,12:07:00,0.36,0.352,240.36,2.0,1.0
18/3/2009,03:43:00,0.324,0.096,242.94,1.4,0.0
1/4/2007,13:54:00,1.404,0.1,240.26,5.8,18.0
28/4/2008,23:34:00,0.348,0.116,242.97,1.4,1.0
28/8/2008,15:03:00,0.084,0.0,244.05,0.2,1.0
7/7/2009,11:02:00,0.226,0.096,242.41,1.0,1.0
23/6/2007,03:09:00,0.238,0.162,240.21,1.2,1.0
13/9/2007,16:54:00,0.692,0.11,241.4,2.8,0.0
14/11/2008,04:10:00,0.366,0.068,242.04,1.6,2.0
15/8/2009,18:10:00,0.598,0.23,240.37,3.0,5.0
18/9/2010,22:57:00,1.524,0.082,242.76,6.2,19.0
23/10/2008,10:25:00,1.374,0.076,239.14,5.6,19.0
13/6/2008,22:27:00,2.862,0.224,239.66,12.0,19.0
11/12/2008,13:19:00,0.318,0.104,246.12,1.4,0.0
31/5/2007,00:23:00,1.42,0.156,236.35,6.0,17.0
9/12/2008,22:10:00,0.728,0.112,243.03,3.2,0.0
13/5/2010,18:01:00,0.84,0.062,244.1,3.4,0.0
25/8/2010,07:14:00,0.502,0.068,242.3,2.2,1.0
22/11/2007,09:26:00,0.368,0.07,243.58,1.6,0.0
14/2/2009,22:28:00,1.764,0.136,241.46,7.2,20.0
25/1/2007,07:21:00,2.458,0.0,239.2,10.2,17.0
1/8/2009,02:57:00,0.158,0.0,242.4,0.8,2.0
25/9/2008,05:59:00,0.314,0.19,239.83,1.4,2.0
15/5/2007,10:36:00,1.364,0.068,232.12,5.8,17.0
7/11/2010,01:04:00,0.392,0.0,241.82,1.6,1.0
5/7/2008,23:59:00,0.328,0.076,243.42,1.4,0.0
17/1/2010,11:41:00,1.338,0.0,235.61,5.6,18.0
21/12/2007,16:25:00,2.092,0.068,244.08,10.2,0.0
9/4/2008,06:13:00,0.258,0.0,242.52,1.0,1.0
22/6/2007,03:13:00,0.144,0.0,242.54,0.6,0.0
19/2/2007,11:14:00,1.364,0.088,239.15,5.6,18.0
1/10/2007,03:08:00,0.198,0.048,243.2,0.8,0.0
28/7/2007,11:58:00,0.692,0.166,232.31,3.0,0.0
18/4/2007,16:06:00,0.146,0.0,244.31,0.6,0.0
3/1/2009,08:08:00,2.022,0.146,240.45,8.4,18.0
26/8/2010,19:47:00,0.676,0.3,242.24,4.2,1.0
18/6/2007,14:22:00,0.24,0.222,240.0,1.2,1.0
25/3/2009,00:18:00,0.318,0.116,245.19,1.4,0.0
12/5/2007,00:52:00,0.286,0.198,232.88,1.4,2.0
19/2/2009,02:14:00,0.442,0.144,242.86,1.8,1.0
11/11/2010,13:34:00,0.846,0.062,238.22,4.8,6.0
28/2/2007,17:33:00,0.322,0.138,244.59,1.4,0.0
16/8/2009,12:47:00,0.492,0.192,239.34,2.2,1.0
6/9/2009,10:55:00,1.44,0.166,238.33,6.0,18.0
28/7/2008,09:08:00,0.262,0.146,240.13,1.2,1.0
27/10/2010,04:20:00,0.322,0.052,247.3,1.4,1.0
20/5/2010,10:31:00,1.348,0.048,241.63,5.6,19.0
3/4/2009,05:33:00,0.352,0.09,241.13,1.6,2.0
13/11/2008,02:39:00,0.268,0.052,242.72,1.2,0.0
1/12/2007,08:24:00,2.194,0.22,235.3,9.2,19.0
24/1/2007,04:22:00,0.626,0.0,244.68,4.2,0.0
16/4/2008,23:47:00,1.004,0.0,243.19,4.0,0.0
7/7/2009,22:55:00,0.492,0.124,244.89,2.0,1.0
25/2/2009,22:47:00,0.316,0.108,242.27,1.4,0.0
3/12/2009,01:56:00,0.456,0.136,243.91,2.0,3.0
22/5/2008,00:54:00,0.194,0.0,240.52,0.8,1.0
16/11/2007,01:51:00,0.228,0.0,243.31,1.0,0.0
23/1/2009,22:15:00,0.866,0.048,242.85,3.6,0.0
27/8/2007,22:31:00,1.502,0.0,242.23,6.2,0.0
25/4/2009,18:17:00,1.788,0.344,237.61,7.6,17.0
18/4/2007,12:53:00,0.206,0.0,239.71,1.0,0.0
10/10/2008,23:08:00,2.01,0.114,241.51,8.2,1.0
12/10/2009,04:39:00,0.34,0.102,243.49,1.4,1.0
13/9/2010,00:06:00,0.328,0.136,245.71,1.6,4.0
27/8/2009,04:33:00,1.538,0.232,240.32,6.6,22.0
30/3/2007,12:48:00,1.532,0.0,241.6,6.4,18.0
19/2/2008,23:39:00,0.338,0.098,244.39,1.4,0.0
10/8/2008,11:55:00,0.082,0.0,241.31,0.2,1.0
25/9/2007,05:15:00,0.116,0.0,240.95,0.6,0.0
21/3/2008,11:22:00,1.518,0.312,240.01,6.4,19.0
5/4/2010,22:41:00,0.408,0.0,245.93,1.6,1.0
21/12/2009,00:50:00,0.386,0.222,247.81,1.8,0.0
31/7/2007,18:13:00,0.316,0.212,235.57,1.6,0.0
17/12/2007,04:52:00,0.228,0.0,246.39,1.0,0.0
27/9/2010,10:13:00,0.218,0.0,241.18,1.0,0.0
1/1/2009,06:04:00,0.482,0.064,244.05,2.2,0.0
2/12/2009,22:50:00,0.694,0.0,242.67,2.8,1.0
16/3/2010,06:28:00,0.688,0.0,243.02,2.8,0.0
20/8/2010,08:22:00,0.218,0.0,241.18,1.0,0.0
22/5/2009,03:24:00,1.006,0.272,244.23,4.2,13.0
15/7/2010,17:28:00,0.47,0.154,238.93,2.0,2.0
6/10/2007,16:06:00,0.5,0.05,238.19,2.0,0.0
15/6/2010,20:55:00,1.04,0.156,241.76,4.4,0.0
29/5/2007,20:01:00,1.198,0.066,234.86,6.2,0.0
20/9/2009,21:33:00,1.752,0.154,241.35,7.2,1.0
5/3/2010,14:14:00,1.462,0.0,246.61,5.8,21.0
12/6/2010,22:56:00,2.27,0.266,238.59,9.6,20.0
23/1/2009,02:30:00,0.368,0.102,247.68,1.6,0.0
6/6/2010,15:59:00,1.364,0.094,240.61,5.6,19.0
31/3/2009,07:32:00,2.362,0.094,239.63,9.8,17.0
13/8/2007,07:22:00,0.288,0.156,237.42,1.4,0.0
9/3/2008,07:15:00,0.248,0.0,242.08,1.0,0.0
17/5/2009,13:49:00,1.946,0.152,238.74,8.4,18.0
8/12/2008,11:39:00,1.378,0.0,243.18,5.6,18.0
18/9/2009,00:55:00,0.266,0.072,242.42,1.2,1.0
24/3/2009,11:01:00,2.024,0.05,239.15,9.2,17.0
22/1/2008,06:29:00,0.37,0.0,242.36,1.6,0.0
10/4/2009,21:53:00,1.762,0.324,243.54,7.2,2.0
15/1/2008,15:27:00,2.106,0.098,241.01,8.8,19.0
20/9/2008,02:00:00,1.136,0.222,241.5,4.8,10.0
28/3/2009,09:58:00,1.46,0.176,238.53,6.2,19.0
30/9/2008,16:51:00,0.304,0.096,239.11,1.2,1.0
28/8/2010,05:24:00,1.286,0.0,244.01,5.2,19.0
3/9/2010,11:00:00,1.226,0.062,237.57,5.2,18.0
13/11/2009,11:26:00,1.368,0.062,241.56,5.6,19.0
11/5/2008,02:53:00,1.53,0.164,238.64,6.4,19.0
14/12/2008,02:10:00,0.27,0.0,243.91,1.2,0.0
12/12/2008,17:51:00,3.034,0.152,239.87,12.6,18.0
4/4/2010,15:01:00,1.848,0.248,237.26,7.8,18.0
15/4/2007,18:03:00,0.126,0.0,240.13,0.6,0.0
26/9/2008,09:16:00,1.182,0.0,237.0,5.0,18.0
26/4/2009,16:45:00,2.57,0.054,242.17,10.6,37.0
18/11/2007,01:22:00,1.494,0.108,241.8,6.2,19.0
3/12/2008,13:07:00,0.754,0.0,245.1,3.0,0.0
7/4/2008,18:56:00,0.452,0.192,244.22,2.0,3.0
25/4/2007,00:09:00,0.28,0.198,237.29,1.4,0.0
1/9/2008,03:32:00,0.33,0.236,239.92,1.6,3.0
8/12/2009,07:58:00,2.736,0.246,239.7,11.4,19.0
29/9/2007,23:44:00,0.284,0.054,238.94,1.2,0.0
20/8/2009,15:41:00,0.316,0.248,240.89,1.6,2.0
24/7/2008,14:00:00,0.432,0.176,240.55,2.0,1.0
5/2/2007,18:20:00,0.694,0.098,237.79,3.0,0.0
7/11/2008,07:40:00,3.356,0.074,236.28,14.4,19.0
10/6/2007,02:50:00,0.414,0.22,241.27,2.0,2.0
22/11/2007,02:40:00,0.226,0.0,245.96,1.0,0.0
25/3/2010,04:36:00,0.354,0.0,245.13,1.4,1.0
17/3/2008,08:10:00,1.278,0.0,239.85,5.2,18.0
19/6/2007,08:24:00,1.286,0.078,237.19,5.4,19.0
11/11/2007,04:38:00,1.462,0.0,244.51,6.0,18.0
11/6/2010,02:39:00,0.318,0.194,242.65,1.6,2.0
13/5/2009,01:13:00,0.436,0.114,244.32,1.8,1.0
10/4/2009,11:00:00,1.398,0.07,240.47,5.8,18.0
8/8/2007,21:26:00,0.314,0.21,234.93,1.6,0.0
19/10/2007,02:10:00,0.386,0.198,243.39,1.8,2.0
7/7/2009,23:48:00,0.322,0.138,245.08,1.4,1.0
30/5/2010,04:20:00,0.438,0.092,241.85,1.8,2.0
27/9/2009,14:47:00,2.862,0.444,237.82,12.2,42.0
28/8/2007,03:46:00,0.186,0.102,241.54,0.8,0.0
7/6/2007,07:49:00,2.08,0.0,232.23,9.0,17.0
19/12/2009,04:23:00,1.454,0.116,248.98,5.8,0.0
15/9/2008,14:17:00,0.574,0.254,241.55,2.8,2.0
10/5/2007,13:21:00,0.124,0.0,236.44,0.6,0.0
1/3/2010,13:21:00,1.566,0.104,242.75,6.4,18.0
11/8/2010,21:22:00,0.158,0.0,240.69,0.6,0.0
25/3/2009,14:25:00,1.038,0.204,245.97,4.6,10.0
6/2/2008,05:42:00,0.226,0.0,242.49,1.0,0.0
2/10/2009,22:49:00,0.338,0.23,241.92,1.6,0.0
17/6/2010,18:48:00,0.278,0.12,242.93,1.2,0.0
30/4/2010,01:21:00,0.314,0.068,243.74,1.2,1.0
11/12/2008,05:45:00,1.312,0.074,243.01,5.4,18.0
15/9/2008,14:10:00,0.46,0.112,240.23,2.2,2.0
25/12/2007,07:40:00,0.416,0.246,243.0,2.0,0.0
29/8/2008,13:35:00,0.154,0.122,239.76,0.8,1.0
14/1/2009,19:53:00,2.808,0.048,240.92,11.6,19.0
1/12/2009,16:32:00,1.106,0.0,243.98,4.6,1.0
22/11/2010,16:43:00,0.724,0.198,242.18,3.0,2.0
